wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.46269239999999456 27.65739170000000158, 85.46270359999999755 27.6572558000000015, 85.46277249999999981 27.65725510000000043, 85.46277550000000645 27.65723459999999889, 85.46286000000000627 27.6572293000000009, 85.46286150000000248 27.65715769999999907, 85.46292590000000189 27.65716229999999953, 85.4629835000000071 27.65718820000000022, 85.46293110000000581 27.65732009999999974, 85.4628735000000006 27.6573525999999994, 85.46277849999999887 27.65735520000000136, 85.46277619999999331 27.65739629999999849, 85.46269239999999456 27.65739170000000158))",226278233,school,Shree Deuja Gaun Primary School,OpenDRI survey,50,,,
"Polygon ((85.46169159999999465 27.65169170000000065, 85.46150389999999675 27.65155100000000132, 85.46139479999999367 27.65147470000000141, 85.46144289999999444 27.65142150000000143, 85.46149119999999755 27.65137, 85.46178150000000073 27.65161090000000144, 85.46169159999999465 27.65169170000000065))",226278679,school,Bimal Memorial Vidyapeth,OpenDRI survey,170,,,
"Polygon ((85.46408900000000131 27.64956109999999967, 85.46417209999999898 27.64959749999999872, 85.46444700000000694 27.64918559999999914, 85.46447539999999776 27.64887140000000088, 85.46435610000000338 27.6489186999999994, 85.46436830000000384 27.64913100000000057, 85.46409090000000219 27.64949310000000082, 85.46408900000000131 27.64956109999999967))",226279349,school,Jorpati Secondary school,OpenDRI survey,280,,,
"Polygon ((85.47473379999999565 27.65163450000000012, 85.47479300000000535 27.65149770000000018, 85.47485869999999863 27.65148459999999986, 85.47491159999999866 27.65153799999999862, 85.47484489999999369 27.65167579999999958, 85.47473379999999565 27.65163450000000012))",226279522,school,Daha Gaun primary School,OpenDRI survey,26,,,
"Polygon ((85.46812529999999697 27.65268469999999823, 85.46811639999999954 27.65252699999999919, 85.46828309999999362 27.65253939999999844, 85.46830950000000371 27.65266220000000175, 85.46812529999999697 27.65268469999999823))",226279523,school,Devi Primary School,OpenDRI survey,,,,
"Polygon ((85.32584919999999329 27.62175549999999902, 85.32604859999999292 27.62167459999999863, 85.32602350000000513 27.62162610000000029, 85.32582419999999956 27.62170709999999829, 85.32584919999999329 27.62175549999999902))",226280675,school,Balodaya Primary School,OpenDRI survey,83,,,
"Polygon ((85.32430309999999452 27.62126669999999962, 85.3246752000000015 27.6211190000000002, 85.32460849999999652 27.62098200000000148, 85.32478319999999883 27.62092050000000043, 85.32498049999999523 27.62132580000000104, 85.32495609999999431 27.62133060000000029, 85.32474179999999819 27.62137309999999957, 85.32450849999999321 27.62149480000000068, 85.32430309999999452 27.62126669999999962))",226280676,school,Ekta School,OpenDRI survey,390,,,
"Polygon ((85.32537449999999524 27.6207735999999997, 85.32526249999999379 27.62051130000000043, 85.32522640000000536 27.62046640000000153, 85.32532779999999661 27.62038610000000105, 85.32540140000000406 27.62043040000000005, 85.32549179999999467 27.62047820000000087, 85.32564519999999675 27.62046520000000172, 85.32566380000000095 27.62062590000000029, 85.32548380000000066 27.62074409999999958, 85.32537449999999524 27.6207735999999997))",226280678,school,Kalyan School,OpenDRI survey,418,,,
"Polygon ((85.32714900000000569 27.63860049999999902, 85.32724059999999611 27.63829750000000018, 85.32747430000000577 27.6383150999999998, 85.32749719999999627 27.63847469999999973, 85.32764840000000106 27.63845710000000011, 85.32790339999999674 27.63870199999999855, 85.32802859999999612 27.63869790000000037, 85.32804690000000392 27.63880070000000089, 85.32785300000000461 27.63880749999999864, 85.32746969999999465 27.63863569999999825, 85.32714900000000569 27.63860049999999902))",226280679,school,Shree Krishna Higher Secondary School,OpenDRI survey,450,,,
"Polygon ((85.33936699999999576 27.64213420000000099, 85.33935739999999726 27.6420640000000013, 85.33934019999999521 27.64193750000000094, 85.33901330000000485 27.64175759999999826, 85.33899069999999654 27.64185129999999901, 85.3389619999999951 27.64197010000000176, 85.33910699999999849 27.64199380000000161, 85.33910489999999527 27.64201690000000156, 85.33908920000000364 27.6420798000000012, 85.33936699999999576 27.64213420000000099))",226284389,school,Bright Star Workers Higher Secondary School,OpenDRI survey,350,,,
"Polygon ((85.33814490000000319 27.64286299999999841, 85.33826799999999935 27.64259320000000031, 85.33810499999999877 27.6424525999999986, 85.33797920000000659 27.64266609999999957, 85.33792520000000081 27.64278429999999886, 85.33814490000000319 27.64286299999999841))",226284392,hospital,Kathmandu Hospital,OpenDRI survey,,,,
"Polygon ((85.33942419999999629 27.64615990000000068, 85.33950629999999649 27.64607469999999978, 85.33968009999999538 27.64598009999999917, 85.33982369999999662 27.64589300000000094, 85.33969629999999995 27.64576200000000128, 85.33962610000000382 27.64573229999999882, 85.33948789999999462 27.64579639999999827, 85.33945660000000544 27.6458705000000009, 85.33940839999999639 27.64588910000000155, 85.33928919999999607 27.64594179999999923, 85.33942419999999629 27.64615990000000068))",226284393,school,Pabitra Prabha Secondary School,OpenDRI survey,300,,,
"Polygon ((85.34171849999999893 27.63763799999999904, 85.34173260000000028 27.63754219999999862, 85.34178280000000427 27.63739320000000177, 85.34181250000000318 27.63740549999999985, 85.34187860000000114 27.63741870000000134, 85.34201679999999612 27.63741410000000087, 85.34213870000000668 27.6374291999999997, 85.3421318000000042 27.63761930000000078, 85.3420073000000059 27.63767340000000061, 85.34186920000000498 27.63765539999999987, 85.34171849999999893 27.63763799999999904))",226284394,school,Shree Harisiddhi Higher Secondary School,OpenDRI survey,852,,,
"Polygon ((85.32709730000000548 27.62547089999999983, 85.32723649999999793 27.62544529999999909, 85.3271950999999973 27.62531099999999995, 85.32714830000000461 27.62513399999999919, 85.32709769999999594 27.62488039999999856, 85.32708490000000268 27.62481169999999864, 85.32690990000000397 27.62483729999999937, 85.32692269999999723 27.6249059999999993, 85.32700509999999383 27.62531669999999906, 85.3270368000000019 27.62544610000000134, 85.32709730000000548 27.62547089999999983))",226284395,school,Suryodaya School,OpenDRI survey,400,,,
"Polygon ((85.34183419999999387 27.63729070000000121, 85.34191479999999785 27.63731010000000055, 85.34196180000000709 27.63715739999999954, 85.3418812000000031 27.63713789999999904, 85.34187149999999633 27.63716949999999883, 85.34190019999999777 27.63717649999999892, 85.34187219999999741 27.63726730000000131, 85.34184349999999597 27.63726030000000122, 85.34183419999999387 27.63729070000000121))",226284409,hospital,Harisiddhi Community Hospital,OpenDRI survey,,,,
"Polygon ((85.27451879999999562 27.72253750000000139, 85.27453889999999603 27.72251659999999873, 85.27467629999999588 27.72237319999999983, 85.27454699999999832 27.72209229999999991, 85.27451419999999871 27.72210839999999976, 85.27444169999999701 27.72214380000000133, 85.27436840000000018 27.72217970000000165, 85.27446949999999504 27.72247510000000048, 85.27451879999999562 27.72253750000000139))",226332887,school,Halchwok Secondary School,OpenDRI survey,450,,,
"Polygon ((85.37575850000000344 27.71987749999999906, 85.37606719999999427 27.7197849000000005, 85.37604120000000307 27.71965140000000005, 85.37608409999999992 27.71922139999999857, 85.37606630000000507 27.71883959999999902, 85.37605580000000316 27.71857639999999989, 85.37552820000000509 27.7186060999999988, 85.37552230000000009 27.71880579999999838, 85.37531359999999836 27.71884980000000098, 85.37539420000000234 27.71920839999999941, 85.37543709999999919 27.71936880000000158, 85.37557630000000586 27.71934189999999987, 85.37567579999999623 27.71968569999999943, 85.37574069999999438 27.71988220000000069, 85.37575850000000344 27.71987749999999906))",226332910,school,East Pole Higher Secondary School,OpenDRI survey,1150,,,
"Polygon ((85.277169200000003 27.72288440000000165, 85.27723109999999451 27.72287019999999913, 85.27720689999999593 27.72265709999999928, 85.27713330000000269 27.72265940000000128, 85.277169200000003 27.72288440000000165))",226333055,school,Shree Seeta Bal Bikash Lower Secondary School,OpenDRI survey,220,,,
"Polygon ((85.26043230000000506 27.73146300000000153, 85.26071790000000306 27.73145410000000055, 85.26071620000000451 27.73129080000000002, 85.26036449999999434 27.73131259999999898, 85.2603600000000057 27.73145789999999877, 85.26043230000000506 27.73146300000000153))",226334366,school,Ichangu Narayan Lower Secondary School,OpenDRI survey,100,,,
"Polygon ((85.38178229999999758 27.72079580000000121, 85.38200109999999654 27.72079310000000163, 85.38199950000000626 27.72069030000000112, 85.38178069999999309 27.72069300000000069, 85.38178229999999758 27.72079580000000121))",226334580,school,The Celebration Co. Ed. School,OpenDRI survey,350,,,
"Polygon ((85.28387730000000033 27.73968470000000153, 85.28414809999999591 27.73959119999999956, 85.28411119999999812 27.73951190000000011, 85.2838804999999951 27.73929820000000035, 85.28371110000000499 27.73934849999999841, 85.28373530000000358 27.73940539999999899, 85.28375990000000684 27.73945559999999944, 85.28384590000000287 27.73961489999999941, 85.28387730000000033 27.73968470000000153))",226334682,school,Bal Bikash Secondary School,OpenDRI survey,,,,
"Polygon ((85.38095619999999997 27.71983159999999913, 85.38101949999999363 27.72002889999999908, 85.38128609999999696 27.71993420000000086, 85.38122579999999573 27.71971690000000166, 85.38113549999999918 27.71975289999999958, 85.38106620000000646 27.71978890000000106, 85.38095619999999997 27.71983159999999913))",226334808,school,Shankarapur Academy,OpenDRI survey,320,,,
"Polygon ((85.28052429999999617 27.72069799999999873, 85.28048479999999643 27.72065100000000015, 85.28047239999999363 27.72044909999999973, 85.28046390000000088 27.72016160000000085, 85.28079599999999516 27.72036220000000029, 85.2809931999999975 27.72028710000000018, 85.28104170000000295 27.72043259999999876, 85.28090500000000418 27.72050150000000102, 85.28092900000000043 27.72056690000000145, 85.28052429999999617 27.72069799999999873))",226335084,school,Crystal Academy,OpenDRI survey,300,,,
"Polygon ((85.3807156999999961 27.72044500000000156, 85.38075220000000343 27.72043880000000016, 85.38087520000000552 27.72041199999999961, 85.38096280000000604 27.72039290000000022, 85.3810136999999969 27.72038189999999958, 85.38112420000000213 27.7203577999999986, 85.38115120000000502 27.72037100000000009, 85.38115890000000263 27.7203987000000005, 85.38125420000000076 27.72037789999999902, 85.38126809999999978 27.72042799999999829, 85.38169539999999813 27.72031889999999876, 85.38159880000000612 27.71995499999999879, 85.3815744000000052 27.71995379999999898, 85.38153590000000293 27.71989359999999891, 85.3811429000000004 27.72002200000000016, 85.38067019999999729 27.72022219999999848, 85.3807156999999961 27.72044500000000156))",226335431,hospital,Nepal orthopaedic Hospital,OpenDRI survey,,,,
"Polygon ((85.30437100000000328 27.73750610000000094, 85.30426989999999421 27.73763140000000149, 85.30423949999999422 27.73760899999999907, 85.3041575000000023 27.73759450000000015, 85.30370480000000555 27.73764029999999892, 85.30357239999999308 27.73768779999999978, 85.30351020000000517 27.73743029999999976, 85.30377930000000219 27.73739439999999945, 85.30379059999999924 27.73742640000000037, 85.30400299999999447 27.73740510000000015, 85.30429250000000252 27.73741520000000094, 85.30437100000000328 27.73750610000000094))",226335479,school,Gorkha Kali English Boarding School,OpenDRI survey,600,,,
"Polygon ((85.38134259999999642 27.71930139999999909, 85.3814579000000009 27.71955480000000094, 85.38187929999999426 27.71944329999999823, 85.38181430000000205 27.71926859999999948, 85.38148970000000304 27.7193706000000013, 85.38145529999999894 27.71926510000000121, 85.38134259999999642 27.71930139999999909))",226335493,school,Atlantic English Boarding School,OpenDRI survey,160,,,
"Polygon ((85.3281563000000034 27.69279480000000149, 85.32825180000000387 27.69273760000000095, 85.32822299999999416 27.69269999999999854, 85.32812749999999369 27.69275710000000146, 85.3281563000000034 27.69279480000000149))",226335860,college,liberty college,,,,,
"Polygon ((85.30804279999999551 27.67239349999999831, 85.30852480000000071 27.67215510000000123, 85.30864149999999313 27.67233209999999843, 85.30819080000000554 27.67259560000000107, 85.30817290000000241 27.67256090000000057, 85.30814230000000009 27.67257340000000099, 85.30804279999999551 27.67239349999999831))",226336773,school,Ashish English Boarding School,OpenDRI survey,200,,,
"Polygon ((85.32091180000000463 27.65737509999999943, 85.32081689999999696 27.65707709999999864, 85.32105090000000303 27.65702419999999861, 85.3211340000000007 27.65732240000000175, 85.32091180000000463 27.65737509999999943))",226336775,school,Gyan Kunj Secondary Boarding School,OpenDRI survey,300,,,
"Polygon ((85.3120775000000009 27.66639380000000159, 85.31235560000000362 27.66595320000000058, 85.31220609999999738 27.66583370000000031, 85.31193949999999404 27.66618809999999939, 85.31189229999999668 27.6663060999999999, 85.3120775000000009 27.66639380000000159))",226336776,school,Kids Land Montessori World,OpenDRI survey,200,,,
"Polygon ((85.30912469999999814 27.66780839999999841, 85.30882169999999576 27.66727709999999973, 85.30913019999999847 27.66716339999999974, 85.30926350000000014 27.66741749999999911, 85.30926800000000298 27.66748079999999987, 85.30929700000000082 27.66769890000000132, 85.30924269999999865 27.66772369999999981, 85.30915950000000691 27.66779199999999861, 85.30912469999999814 27.66780839999999841))",226336777,school,Mahendra Bhrikuti Ma Vi,OpenDRI survey,723,,,
"Polygon ((85.31246620000000291 27.65978439999999949, 85.31266130000000203 27.65984260000000106, 85.31276769999999487 27.65985119999999853, 85.31287509999999941 27.65983710000000073, 85.31298060000000305 27.65979540000000014, 85.31286350000000596 27.65966969999999847, 85.31251500000000476 27.65967210000000165, 85.31246620000000291 27.65978439999999949))",226336779,school,Newton Wave Academy,OpenDRI survey,140,,,
"Polygon ((85.30844170000000304 27.66769490000000076, 85.30848650000000077 27.66767809999999983, 85.30856029999999635 27.66765050000000059, 85.30885809999999481 27.66754710000000017, 85.30871740000000614 27.66732730000000018, 85.30857960000000162 27.66736819999999852, 85.30845039999999813 27.66740610000000089, 85.30843910000000108 27.66758580000000123, 85.30844170000000304 27.66769490000000076))",226336780,school,Shree Atisha Primary School,OpenDRI survey,150,,,
"Polygon ((85.32774510000000134 27.68609550000000041, 85.32810419999999851 27.68604230000000044, 85.32806250000000148 27.68580880000000022, 85.32766859999999554 27.68595099999999931, 85.32774510000000134 27.68609550000000041))",226353137,college,Everest Enginnering And MAnagement College,,,,,
"Polygon ((85.30668149999999628 27.70977359999999834, 85.306762599999999 27.70977470000000054, 85.30675030000000447 27.7096777000000003, 85.30668939999999623 27.70968179999999847, 85.30668149999999628 27.70977359999999834))",226358336,school,,,,,,
"Polygon ((85.44038009999999872 27.65521940000000001, 85.44022569999999916 27.65488290000000049, 85.44033849999999575 27.65472769999999869, 85.44037830000000611 27.65480730000000165, 85.44043489999999963 27.65490970000000104, 85.44047969999999737 27.65489459999999866, 85.44053060000000244 27.65505609999999947, 85.44058409999999526 27.65504109999999827, 85.44061499999999398 27.65516999999999825, 85.44038009999999872 27.65521940000000001))",226390686,school,Ganesh Secondary School,OpenDRI survey,282,,,
"Polygon ((85.43447220000000186 27.66595909999999847, 85.43451220000000035 27.66587170000000029, 85.43458590000000186 27.66577690000000089, 85.43487009999999771 27.66581010000000163, 85.43486640000000421 27.66590809999999934, 85.43469690000000583 27.6658949000000014, 85.43469439999999793 27.66596859999999936, 85.43447220000000186 27.66595909999999847))",226390688,school,Himshikhar English School,OpenDRI survey,250,,,
"Polygon ((85.48621679999999401 27.64786829999999895, 85.48611859999999751 27.64764780000000144, 85.486177799999993 27.64758640000000156, 85.48637089999999716 27.64771640000000019, 85.48621679999999401 27.64786829999999895))",226391029,school,Bhagawati primary School,OpenDRI survey,18,,,
"Polygon ((85.47962379999999882 27.65390610000000038, 85.47976119999999867 27.65393419999999836, 85.47982700000000023 27.65368159999999875, 85.47968969999999445 27.65365350000000078, 85.47962379999999882 27.65390610000000038))",226391030,school,Maha Kaleshwor primary school,OpenDRI survey,40,,,
"Polygon ((85.34615909999999417 27.68543719999999908, 85.34607389999999327 27.68533509999999964, 85.34616769999999519 27.68526980000000037, 85.34624259999999651 27.68536960000000136, 85.34615909999999417 27.68543719999999908))",226392914,school,V.S Angel World,OpenDRI survey,24,,,
"Polygon ((85.34549099999999555 27.68456090000000103, 85.3455959000000064 27.68458169999999896, 85.34560849999999732 27.68453189999999964, 85.34550360000000069 27.6845111000000017, 85.34549099999999555 27.68456090000000103))",226392915,school,Utprerana Women Secondary School,OpenDRI survey,100,,,
"Polygon ((85.29674310000000048 27.69899630000000101, 85.29673400000000072 27.69916710000000037, 85.29669540000000438 27.6995635, 85.29763690000000054 27.6996007000000013, 85.2976739000000066 27.69922319999999871, 85.29760600000000181 27.6992200000000004, 85.29753870000000404 27.69929050000000004, 85.29690879999999709 27.69927949999999939, 85.29690700000000447 27.69899470000000008, 85.29674310000000048 27.69899630000000101))",226429180,hospital,Chest Hospital,OpenDRI survey,,,,
"Polygon ((85.29721809999999493 27.69840140000000162, 85.29772180000000503 27.69841249999999988, 85.29770720000000495 27.69874749999999963, 85.29719959999999901 27.69872600000000062, 85.29721809999999493 27.69840140000000162))",226429181,hospital,Shree Jyoti Hospital and Research Center,OpenDRI survey,,,,
"Polygon ((85.29449639999999988 27.69737459999999984, 85.29453089999999804 27.6973275000000001, 85.2945428000000021 27.69729110000000105, 85.29507370000000321 27.6974595999999984, 85.29506159999999682 27.69774190000000047, 85.29517669999999896 27.69783849999999958, 85.29485060000000374 27.69793719999999837, 85.29449669999999628 27.69802629999999866, 85.29449429999999666 27.6978642999999991, 85.29449060000000316 27.69780629999999988, 85.29463490000000547 27.69779339999999834, 85.29462639999999851 27.69770859999999857, 85.29458520000000021 27.69765819999999934, 85.29446880000000419 27.69766459999999952, 85.29445520000000158 27.69757530000000045, 85.29445219999999495 27.69737509999999858, 85.29449639999999988 27.69737459999999984))",226429182,hospital,Spark Health Homes Hospital,OpenDRI survey,,,,
"Polygon ((85.31095659999999725 27.69439780000000084, 85.31102660000000526 27.69438059999999879, 85.31107380000000262 27.69436990000000165, 85.31108179999999663 27.69439230000000052, 85.31110180000000298 27.69444359999999961, 85.31118480000000659 27.69441829999999882, 85.31123259999999675 27.69453340000000097, 85.31129909999999938 27.69451009999999869, 85.31118890000000476 27.69426740000000109, 85.31132669999999507 27.69423520000000138, 85.3112912999999935 27.6941164999999998, 85.31111450000000218 27.69415790000000044, 85.31106749999999295 27.69406749999999917, 85.31082609999999988 27.69412300000000116, 85.31085679999999627 27.69421489999999864, 85.31089640000000429 27.69420639999999878, 85.31095659999999725 27.69439780000000084))",226439738,hospital,Kathmandu Hospital,OpenDRI survey,,,,
"Polygon ((85.25045740000000194 27.68884380000000078, 85.25046849999999665 27.68898069999999834, 85.25059070000000361 27.68897079999999988, 85.25058970000000613 27.68883130000000037, 85.25045740000000194 27.68884380000000078))",226472197,hospital,Neelam Hospital,OpenDRI survey,,,,
"Polygon ((85.2219486000000046 27.69074439999999981, 85.22197610000000623 27.69082739999999987, 85.22212030000000027 27.69079040000000091, 85.22208720000000426 27.69072209999999856, 85.2219486000000046 27.69074439999999981))",226472198,hospital,Nirog Hospital,OpenDRI survey,,,,
"Polygon ((85.3062015999999943 27.73909779999999969, 85.30641950000000406 27.73933329999999842, 85.30663400000000252 27.73918129999999849, 85.30654920000000629 27.73909360000000035, 85.30661089999999547 27.73905990000000088, 85.3065280999999942 27.73894990000000149, 85.3066618999999946 27.7388893000000003, 85.30653630000000476 27.73873000000000033, 85.3064324000000056 27.73879730000000166, 85.3063822000000016 27.73883280000000084, 85.30634820000000218 27.73881959999999935, 85.3062015999999943 27.73909779999999969))",226475864,school,Abhiyan Public School,OpenDRI survey,321,,,
"Polygon ((85.32259919999999909 27.66687819999999931, 85.323067199999997 27.6667406999999983, 85.32327730000000088 27.66668579999999977, 85.32337490000000457 27.66665860000000166, 85.32325450000000444 27.66632059999999882, 85.32322039999999674 27.66626259999999959, 85.32318999999999676 27.6661602000000002, 85.32312489999999627 27.66611089999999962, 85.32299469999999531 27.66616189999999875, 85.32294790000000262 27.66618139999999926, 85.32284330000000239 27.66620460000000037, 85.32241879999999412 27.66639089999999968, 85.32259919999999909 27.66687819999999931))",226594780,college,Namuna Macchindra Higher Secondary School and College,OpenDRI survey,1200,,,
"Polygon ((85.32228829999999675 27.66807839999999885, 85.32249020000000428 27.66801339999999954, 85.32268910000000517 27.66795240000000078, 85.3228160000000031 27.66791800000000023, 85.32285330000000556 27.66802949999999939, 85.32290399999999408 27.66823229999999967, 85.32293190000000038 27.66832649999999916, 85.3228388999999936 27.66834559999999854, 85.32279130000000578 27.66836079999999853, 85.322673199999997 27.668382900000001, 85.32259820000000161 27.66835149999999999, 85.32251390000000413 27.6683482000000005, 85.32250720000000399 27.66830639999999875, 85.32245220000000074 27.66828419999999866, 85.32235670000000027 27.66830690000000104, 85.32233159999999828 27.66827960000000175, 85.32232260000000679 27.66822900000000018, 85.32230660000000455 27.66814019999999985, 85.32228829999999675 27.66807839999999885))",226603883,school,AIMS Academy,OpenDRI survey,350,,,
"Polygon ((85.30760829999999828 27.66820960000000085, 85.30767129999999554 27.66820039999999992, 85.30780769999999791 27.66815160000000162, 85.30776459999999872 27.66801710000000014, 85.30770599999999604 27.6678247000000006, 85.30760019999999599 27.66787079999999932, 85.30756270000000541 27.66792939999999845, 85.30758299999999394 27.66799699999999973, 85.30758079999999666 27.66810750000000141, 85.30760829999999828 27.66820960000000085))",226609294,school,Birendra Smriti Sikshya Sadan (BEBS),OpenDRI survey,250,,,
"Polygon ((85.32470410000000527 27.66988449999999844, 85.32455009999999618 27.66994610000000065, 85.32452940000000297 27.66995389999999944, 85.32457290000000683 27.6700380999999993, 85.32459249999999429 27.67002929999999949, 85.3246565999999973 27.67015419999999892, 85.32470790000000704 27.67013349999999861, 85.32480859999999723 27.67008739999999989, 85.32480259999999817 27.6700784000000013, 85.32474899999999707 27.66997269999999887, 85.32472450000000208 27.66992469999999926, 85.32470410000000527 27.66988449999999844))",226609295,school,Min Nath Secondary School,OpenDRI survey,120,,,
"Polygon ((85.36305380000000298 27.69118890000000022, 85.36337439999999788 27.69118299999999877, 85.36338469999999745 27.6911473000000008, 85.36338800000000049 27.69097980000000092, 85.36324140000000682 27.69097599999999915, 85.36304259999999999 27.69097199999999859, 85.36305380000000298 27.69118890000000022))",226670897,school,Career Building International Academy,OpenDRI survey,650,,,
"Polygon ((85.36581610000000353 27.69140960000000007, 85.36574740000000361 27.69128729999999905, 85.36573239999999885 27.69123120000000071, 85.36612150000000554 27.69123550000000122, 85.36634730000000104 27.69125340000000079, 85.36634689999999637 27.69139589999999984, 85.3662259999999975 27.69141319999999951, 85.3660837999999984 27.69139470000000003, 85.36609219999999709 27.69157870000000088, 85.36580589999999802 27.69157969999999835, 85.36581610000000353 27.69140960000000007))",226671393,school,Nexus Academy,OpenDRI survey,950,,,
"Polygon ((85.30575249999999699 27.71040289999999828, 85.30584699999999998 27.71039580000000058, 85.30584079999999858 27.71035140000000041, 85.30574269999999615 27.71036480000000068, 85.30575249999999699 27.71040289999999828))",226672278,school,Kathmandu Neb Kider Garten,,,,,
"Polygon ((85.30460469999999873 27.70974879999999985, 85.30469909999999345 27.70975809999999839, 85.30470590000000186 27.70970409999999973, 85.30461149999999293 27.70969480000000118, 85.30460469999999873 27.70974879999999985))",226672312,school,Centre Public School,,,,,
"Polygon ((85.29573580000000277 27.72423440000000028, 85.29568629999999985 27.72431699999999921, 85.29566239999999766 27.72431329999999861, 85.29556039999999939 27.72434180000000126, 85.2955359000000044 27.72435649999999896, 85.29551759999999661 27.72438089999999988, 85.29554760000000613 27.72447149999999993, 85.29551750000000254 27.72450399999999959, 85.29558280000000536 27.7246567000000006, 85.29564519999999561 27.72482889999999855, 85.29570400000000063 27.72488339999999951, 85.2958976999999976 27.72486269999999919, 85.29590210000000639 27.72475869999999887, 85.29603199999999674 27.72468849999999918, 85.29597850000000392 27.72458130000000054, 85.29592340000000661 27.72447800000000129, 85.29591310000000703 27.72445790000000088, 85.29597189999999785 27.72440590000000071, 85.29599310000000401 27.72437730000000045, 85.29573580000000277 27.72423440000000028))",226690705,hospital,national kidney center,,,,,
"Polygon ((85.29665959999999814 27.72485580000000027, 85.29675129999999683 27.72471390000000113, 85.29692790000000002 27.7248088000000017, 85.29683989999999483 27.72498440000000031, 85.29665959999999814 27.72485580000000027))",226693204,college,ACME Engineering College,,,,,
"Polygon ((85.29595140000000697 27.72485419999999934, 85.29594099999999912 27.72488159999999979, 85.29593710000000328 27.72494809999999887, 85.29594889999999907 27.72517519999999891, 85.29614069999999515 27.72528959999999998, 85.29618130000000065 27.72529049999999984, 85.29622000000000526 27.72533059999999949, 85.29625679999999477 27.72536810000000074, 85.29648939999999868 27.72527060000000176, 85.29648349999999368 27.72516879999999873, 85.29629230000000462 27.72520809999999969, 85.29626089999999294 27.72521449999999987, 85.29617389999999943 27.72501749999999987, 85.29652470000000619 27.72494700000000023, 85.29644980000000487 27.72481949999999884, 85.29627270000000294 27.72483090000000061, 85.29611939999999493 27.7248492000000013, 85.29595140000000697 27.72485419999999934))",226694729,college,manmohan memorial college,,,,,
"Polygon ((85.30072149999999453 27.72979700000000136, 85.30075979999999447 27.73061480000000145, 85.30083460000000173 27.73067259999999834, 85.30140230000000656 27.73066169999999886, 85.30137820000000204 27.72979199999999977, 85.30072149999999453 27.72979700000000136))",226694751,college,Balaju school Of Engineering,,,,,
"Polygon ((85.2800339000000065 27.69185380000000052, 85.2800277000000051 27.69148669999999868, 85.28034309999999607 27.69149760000000171, 85.28031830000000468 27.69177369999999883, 85.28016060000000209 27.69176750000000098, 85.28016409999999325 27.69185219999999958, 85.28014679999999714 27.69185279999999949, 85.28006539999999802 27.69185420000000164, 85.2800339000000065 27.69185380000000052))",226723425,school,Akhanda Vidya Sadan,OpenDRI survey,260,,,
"Polygon ((85.28183810000000165 27.69173629999999875, 85.28186920000000271 27.69178899999999999, 85.28188140000000317 27.69181719999999913, 85.28192819999999585 27.69189360000000022, 85.28193880000000604 27.69191319999999834, 85.28202029999999922 27.69185680000000005, 85.28192819999999585 27.69167399999999901, 85.28182630000000586 27.69172109999999876, 85.28183810000000165 27.69173629999999875))",226723426,school,Angels Homes Academy,OpenDRI survey,45,,,
"Polygon ((85.31451269999999454 27.67356940000000165, 85.31460289999999702 27.67354590000000059, 85.31460819999999501 27.67357259999999997, 85.31462500000000659 27.67356750000000076, 85.31484290000000215 27.67350860000000168, 85.31476910000000657 27.67326590000000053, 85.31469520000000273 27.67328679999999963, 85.31453720000000374 27.67333019999999877, 85.31458290000000488 27.67344840000000161, 85.31426600000000349 27.67353149999999928, 85.3142734000000047 27.67355309999999946, 85.31448469999999418 27.67349739999999869, 85.31451269999999454 27.67356940000000165))",226831608,hospital,National Hospital and Cancer Research Center,OpenDRI survey,,,,
"Polygon ((85.34926769999999863 27.59102680000000163, 85.34967389999999909 27.59123659999999845, 85.34943640000000187 27.5916175999999993, 85.34937770000000512 27.59159149999999983, 85.34931059999999547 27.59156409999999937, 85.34900059999999655 27.59142969999999906, 85.34926769999999863 27.59102680000000163))",226850926,school,Path Pradarshak School,OpenDRI survey,452,,,
"Polygon ((85.35263840000000357 27.67641619999999847, 85.35251660000000129 27.67651019999999917, 85.35263039999999535 27.67662590000000122, 85.35275219999999763 27.67653200000000169, 85.35263840000000357 27.67641619999999847))",226852863,hospital,Hamro Sahayatri Hosp and Birthing Center,OpenDRI survey,,,,
"Polygon ((85.34627720000000295 27.71841110000000086, 85.3465041000000042 27.71855790000000042, 85.34655469999999866 27.71826390000000018, 85.3464536000000038 27.71821190000000001, 85.34627720000000295 27.71841110000000086))",226885065,hospital,Medicare National Hospital and Research Center,OpenDRI survey,,,,
"Polygon ((85.30892029999999693 27.73732619999999827, 85.30901769999999829 27.73741070000000164, 85.3091495999999978 27.73727650000000011, 85.3090468000000044 27.73719409999999996, 85.30892029999999693 27.73732619999999827))",226935925,hospital,Aadarsha Dental Hosptial,OpenDRI survey,,,,
"Polygon ((85.31303020000000004 27.72660910000000101, 85.31325610000000381 27.72649649999999966, 85.31332530000000247 27.72660009999999886, 85.31310220000000299 27.72670540000000017, 85.31303020000000004 27.72660910000000101))",226935927,school,Lotus Feet Boarding School,OpenDRI survey,40,,,
"Polygon ((85.31461489999999515 27.73539990000000088, 85.31480299999999772 27.73540200000000056, 85.31480500000000688 27.73526620000000165, 85.31461690000000431 27.73526409999999842, 85.31461489999999515 27.73539990000000088))",226935928,hospital,Mero Dental Hospital,OpenDRI survey,,,,
