wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.43027639999999678 27.67637819999999849, 85.43022209999999461 27.6761607000000005, 85.43039269999999874 27.67613529999999855, 85.43062000000000467 27.6761014000000003, 85.43074110000000587 27.67631150000000062, 85.430531000000002 27.6764474000000007, 85.43044810000000666 27.67642490000000066, 85.43027639999999678 27.67637819999999849))",195602893,school,Prabhat English Higher Secondary School,OpenDRI survey,950,,,
"Polygon ((85.4305090000000007 27.67587179999999947, 85.43076390000000231 27.67585800000000162, 85.43080530000000294 27.67585300000000004, 85.43083749999999554 27.67567760000000021, 85.43080480000000421 27.6756688000000004, 85.43063460000000475 27.67562300000000164, 85.43050630000000467 27.67557959999999895, 85.43050180000000182 27.67558490000000049, 85.43049589999999682 27.6756808999999997, 85.4305090000000007 27.67587179999999947))",195602895,school,Prabhat School,OpenDRI survey,950,,,
"Polygon ((85.53869770000000017 27.61847189999999941, 85.53888010000000008 27.61854549999999975, 85.53874059999999702 27.61837680000000006, 85.53869770000000017 27.61847189999999941))",195851511,parking,,,,,,
"Polygon ((85.32156720000000405 27.70323700000000144, 85.3217532000000034 27.70371880000000075, 85.3219208000000009 27.70416499999999971, 85.32229599999999436 27.7041138999999994, 85.32224940000000402 27.70374139999999841, 85.32219059999999899 27.70373550000000051, 85.3221877999999947 27.70362460000000127, 85.32218170000000157 27.70357239999999877, 85.32213169999999991 27.70355010000000107, 85.32212610000000552 27.7032488999999984, 85.321607599999993 27.7032361999999992, 85.32156720000000405 27.70323700000000144))",195856303,college,Shanker Dev Campus,OpenDRI survey,5000,,,
"Polygon ((85.33430009999999299 27.72657140000000098, 85.33441580000000215 27.7265328999999987, 85.33437569999999539 27.72643830000000165, 85.33429979999999659 27.72646350000000126, 85.33431649999999991 27.72650270000000106, 85.33427650000000142 27.72651600000000016, 85.33430009999999299 27.72657140000000098))",196060481,school,Baluwatar School,OpenDRI survey,50,,,
"Polygon ((85.33673179999999547 27.73462220000000045, 85.33668049999999994 27.73451899999999881, 85.33683619999999337 27.73445830000000001, 85.33687720000000354 27.73454089999999894, 85.33678249999999821 27.73457780000000028, 85.33679279999999778 27.7345985000000006, 85.33673179999999547 27.73462220000000045))",196060510,school,Prime Time Pre-School,OpenDRI survey,45,,,
"Polygon ((85.316727599999993 27.7109109999999994, 85.31685939999999846 27.71088809999999825, 85.31697309999999845 27.71086830000000134, 85.3170123000000018 27.71104860000000158, 85.31689989999999568 27.71106950000000069, 85.31677489999999864 27.71109300000000175, 85.316727599999993 27.7109109999999994))",196086127,parking,,,,,,
"Polygon ((85.30683030000000144 27.70473880000000122, 85.30709819999999866 27.70520129999999881, 85.30683360000000448 27.70528769999999952, 85.30661299999999869 27.70479680000000045, 85.30683030000000144 27.70473880000000122))",196112325,police,Hanuman Dokha Police Station,,,,,
"Polygon ((85.30922940000000665 27.70330170000000081, 85.30888609999999517 27.70230700000000112, 85.30880620000000647 27.70207549999999941, 85.30878339999999582 27.70200949999999906, 85.30910049999999956 27.70192369999999826, 85.30913400000000024 27.70202090000000084, 85.30903840000000571 27.70204680000000153, 85.30910040000000549 27.70222649999999831, 85.30891130000000544 27.70227759999999861, 85.30892839999999921 27.70232700000000037, 85.30926180000000159 27.703292900000001, 85.30922940000000665 27.70330170000000081))",196249783,parking,,,,,,
"Polygon ((85.27511409999999614 27.6684240999999993, 85.27492719999999338 27.66823360000000065, 85.27483809999999664 27.6681278000000006, 85.27473600000000431 27.66802960000000056, 85.27465130000000215 27.66795839999999984, 85.27453830000000323 27.66784870000000041, 85.27457950000000153 27.6678178999999993, 85.27457090000000051 27.66778710000000174, 85.27448289999999531 27.66769589999999823, 85.27420940000000371 27.66744729999999919, 85.27392770000000155 27.66721559999999869, 85.27402510000000291 27.66712970000000027, 85.27406150000000196 27.66708789999999851, 85.27412680000000478 27.6671149000000014, 85.27419869999999946 27.66716699999999918, 85.27428910000000428 27.66726440000000053, 85.27435389999999416 27.66728609999999833, 85.27461200000000474 27.66747030000000152, 85.27475800000000561 27.66756679999999946, 85.27487870000000214 27.66762840000000168, 85.2750144999999975 27.66771100000000061, 85.27519359999999438 27.6677673999999989, 85.2752588999999972 27.66779830000000118, 85.27539699999999812 27.66790789999999944, 85.27552980000000105 27.66799530000000118, 85.2755351999999931 27.66801219999999972, 85.2755120000000062 27.66804279999999849, 85.27546739999999659 27.66808920000000072, 85.27543889999999749 27.6681178999999986, 85.27541960000000643 27.66813630000000046, 85.27537649999999303 27.66819770000000034, 85.27532949999999801 27.66826179999999979, 85.27528719999999396 27.66831020000000052, 85.2752456000000052 27.66834910000000036, 85.27511409999999614 27.6684240999999993))",196277525,school,Jana Sewa Higher Secondary School,OpenDRI survey,800,,,
"Polygon ((85.43604299999999796 27.67550410000000127, 85.43606479999999692 27.67552979999999963, 85.43612729999999544 27.67550920000000048, 85.43618549999999345 27.67550789999999949, 85.4361964999999941 27.67541579999999968, 85.43621310000000335 27.67527610000000138, 85.43609680000000139 27.67528769999999838, 85.43609829999999761 27.67539460000000062, 85.43604299999999796 27.67550410000000127))",196813846,parking,,,,,,
"Polygon ((85.42695870000000014 27.6742972000000016, 85.42707799999999452 27.67465049999999849, 85.42748100000000022 27.67460859999999911, 85.42754270000000361 27.6746067999999994, 85.42755089999999996 27.6744993000000008, 85.42737200000000541 27.67422249999999906, 85.42695870000000014 27.6742972000000016))",196816859,parking,Tourist Bus Park,,,,,
"Polygon ((85.43530160000000251 27.66768109999999936, 85.435444099999998 27.66772999999999882, 85.43549649999999929 27.66772740000000042, 85.43547610000000248 27.66763470000000069, 85.43542669999999362 27.66748019999999997, 85.43533360000000698 27.66720199999999963, 85.43515039999999772 27.66728189999999898, 85.43515899999999874 27.66730280000000164, 85.43517719999999827 27.66734669999999952, 85.43520449999999755 27.66741280000000103, 85.43523770000000184 27.6674931000000015, 85.43525759999999991 27.6675514999999983, 85.43530160000000251 27.66768109999999936))",196816860,school,Vidhya Bikash Secondary Boarding School,OpenDRI survey,650,,,
"Polygon ((85.32592080000000578 27.73139739999999875, 85.32603229999999428 27.73140349999999899, 85.32609639999999729 27.73138589999999937, 85.32614270000000545 27.73135059999999896, 85.32614999999999839 27.73129309999999847, 85.32601089999999999 27.73129360000000077, 85.32589459999999804 27.73131830000000164, 85.32592080000000578 27.73139739999999875))",196838739,school,Sun Moon English School,OpenDRI survey,7,,,
"Polygon ((85.33010360000000105 27.73083910000000074, 85.33002179999999726 27.73071789999999837, 85.33008209999999849 27.73065850000000054, 85.33025700000000313 27.7304864000000002, 85.33030940000000442 27.73043480000000116, 85.33050409999999886 27.73066820000000021, 85.33010360000000105 27.73083910000000074))",196950152,school,Shivapuri High School,OpenDRI survey,1300,,,
"Polygon ((85.26843990000000417 27.81413069999999976, 85.26856039999999837 27.81429199999999824, 85.2688018999999997 27.81415090000000134, 85.26871909999999843 27.81400920000000099, 85.2686841999999956 27.81395249999999919, 85.26841790000000287 27.8140818000000003, 85.26843990000000417 27.81413069999999976))",196950270,school,Shree Kakani Ganesh Lower Sec. School,,,,,
"Polygon ((85.42823300000000586 27.67312259999999924, 85.42826130000000262 27.67346380000000039, 85.42855819999999767 27.67345219999999983, 85.42847759999999369 27.67366069999999922, 85.42793720000000235 27.67391750000000172, 85.42789919999999881 27.67371290000000172, 85.42790320000000293 27.6736128999999984, 85.42789930000000709 27.67314340000000072, 85.42823300000000586 27.67312259999999924))",197120555,police,Police station,,,,,
"Polygon ((85.32766370000000222 27.73928439999999895, 85.32735700000000634 27.7390636999999991, 85.32763470000000439 27.73891700000000071, 85.32767889999999511 27.73897570000000101, 85.32779949999999758 27.73890979999999828, 85.32792399999999589 27.73886309999999966, 85.32803959999999677 27.73910300000000007, 85.32766370000000222 27.73928439999999895))",197128939,college,Morgan College,OpenDRI survey,3000,,,
"Polygon ((85.32826579999999694 27.73929760000000044, 85.32832150000000127 27.73913340000000005, 85.32845070000000476 27.73910709999999824, 85.32867779999999414 27.73911850000000001, 85.3286516000000006 27.7393080999999988, 85.32877779999999746 27.73942189999999997, 85.32878449999999759 27.73948700000000045, 85.3285788000000025 27.73952780000000118, 85.32856089999999938 27.73949109999999862, 85.32844240000000013 27.73951339999999988, 85.32847920000000386 27.73966070000000173, 85.32835989999999526 27.73970449999999843, 85.32806429999999409 27.73954020000000043, 85.32826579999999694 27.73929760000000044))",197128940,college,Southwestern College,OpenDRI survey,1400,,,
"Polygon ((85.44044119999999509 27.67919720000000083, 85.4407237000000066 27.67936609999999931, 85.44080839999999455 27.6790731000000001, 85.44086550000000102 27.67893430000000166, 85.44093080000000384 27.67871359999999825, 85.44023450000000253 27.67866550000000103, 85.44020229999999572 27.67893529999999913, 85.44045640000000219 27.67898620000000065, 85.44044119999999509 27.67919720000000083))",197348355,school,Samata Shikshya Niketan School,OpenDRI survey,1300,,,
"Polygon ((85.44435880000000338 27.67984519999999904, 85.44436129999999707 27.67975679999999983, 85.44438159999999982 27.67965540000000146, 85.444404899999995 27.67957559999999972, 85.44447169999999403 27.67956530000000015, 85.44450659999999687 27.67952149999999989, 85.44480620000000215 27.67964509999999834, 85.44479160000000206 27.67973519999999965, 85.44473639999999648 27.67974299999999843, 85.4447190000000063 27.67986330000000095, 85.44435880000000338 27.67984519999999904))",197416227,college,Khwopa Polytechnic Institute - Engineering Department,OpenDRI survey,390,,,
"Polygon ((85.32656179999999324 27.73952269999999842, 85.32651939999999513 27.73939460000000068, 85.32665570000000343 27.73933510000000169, 85.32683059999999386 27.73946340000000177, 85.32656179999999324 27.73952269999999842))",197474200,hospital,BP Smriti Hospital,OpenDRI survey,,,,
"Polygon ((85.33505399999999952 27.74229469999999864, 85.33523950000000013 27.74249019999999888, 85.33584360000000402 27.74219139999999939, 85.33573189999999897 27.74202040000000125, 85.33505399999999952 27.74229469999999864))",197486695,school,Minar English Boarding School,OpenDRI survey,130,,,
"Polygon ((85.32663650000000644 27.7404124000000003, 85.32678909999999917 27.74044819999999945, 85.32687590000000455 27.7403739999999992, 85.32677420000000268 27.74027729999999892, 85.32663650000000644 27.7404124000000003))",197488781,parking,SOS,,,,,
"Polygon ((85.32802569999999776 27.73549560000000014, 85.32791570000000547 27.73551940000000116, 85.32780030000000693 27.73553360000000012, 85.32768529999999885 27.73554850000000016, 85.32764000000000237 27.73554719999999918, 85.32759140000000286 27.73542959999999979, 85.32787059999999713 27.73537920000000057, 85.32788449999999614 27.73539470000000051, 85.32795509999999695 27.73538299999999879, 85.32802569999999776 27.73549560000000014))",197753615,school,Glen BUDS Secondary School,OpenDRI survey,250,,,
"Polygon ((85.32397600000000182 27.73904320000000112, 85.32375559999999837 27.73878230000000045, 85.32396169999999813 27.73860679999999945, 85.32419649999999933 27.7388110999999995, 85.32397600000000182 27.73904320000000112))",197772725,college,BP Smriti Hospital and Research center,,,,,
"Polygon ((85.34596030000000155 27.71980369999999994, 85.34604339999999922 27.71983880000000156, 85.34608090000000402 27.71976920000000177, 85.34599780000000635 27.71973410000000015, 85.34596030000000155 27.71980369999999994))",198024437,college,Himal Dental Hospital & Institute of Dental Science,OpenDRI survey,,,,
"Polygon ((85.34562950000000114 27.71629349999999903, 85.34593649999999343 27.71623410000000121, 85.34609759999999312 27.71616279999999932, 85.3462885 27.71667820000000049, 85.34624089999999796 27.71668479999999946, 85.34603780000000484 27.71670969999999912, 85.34590819999999667 27.71672979999999953, 85.34588309999999467 27.71652089999999902, 85.34567450000000122 27.71655640000000176, 85.34562950000000114 27.71629349999999903))",198024439,school,Shree Pashupati Mitra Secondary School,OpenDRI survey,2000,,,
"Polygon ((85.38001909999999839 27.7342683000000001, 85.38058759999999836 27.7342095999999998, 85.38065869999999791 27.73414250000000081, 85.38112300000000232 27.73405440000000155, 85.38140719999999817 27.73390769999999961, 85.38128410000000201 27.73366449999999972, 85.38105160000000637 27.7336387000000002, 85.38100020000000256 27.73345780000000005, 85.38118930000000262 27.73327030000000093, 85.38093349999999759 27.73304389999999842, 85.38078230000000701 27.73297960000000018, 85.38057340000000295 27.73300610000000077, 85.38045030000000679 27.73306900000000041, 85.37982289999999352 27.73275840000000159, 85.37991649999999311 27.73354709999999912, 85.3800143999999932 27.73387410000000131, 85.37994809999999291 27.73410060000000144, 85.38001909999999839 27.7342683000000001))",198032237,hospital,Nepal Medical College and Teaching Hospital,OpenDRI survey,,,,
"Polygon ((85.30413090000000409 27.70216609999999946, 85.30419050000000425 27.70224490000000017, 85.30417889999999659 27.70225179999999909, 85.3041642999999965 27.70226040000000012, 85.30410480000000462 27.70218159999999941, 85.30413090000000409 27.70216609999999946))",198107938,shelter,,,,,,
"Polygon ((85.32154830000000345 27.69488929999999982, 85.32170050000000572 27.69485960000000091, 85.32167180000000428 27.69474389999999886, 85.32151949999999374 27.69477360000000132, 85.32154830000000345 27.69488929999999982))",198110733,hospital,Annapurna Neurological Institute and Applied Sciences,OpenDRI survey,,,,
"Polygon ((85.33410870000000159 27.72022679999999895, 85.33416289999999549 27.72033419999999992, 85.33424829999999872 27.72030039999999929, 85.33419419999999889 27.72019299999999831, 85.33410870000000159 27.72022679999999895))",198118238,school,shree amritanksha jadibuti udyog,,,,,
"Polygon ((85.33824839999999767 27.72065569999999823, 85.33810139999999933 27.7207043000000013, 85.33807029999999827 27.72061499999999867, 85.33802649999999801 27.72050769999999886, 85.33820479999999975 27.72042259999999914, 85.33823929999999791 27.72049769999999924, 85.33824970000000576 27.7205130000000004, 85.33832189999999684 27.72047189999999972, 85.3383845999999977 27.7204523000000016, 85.33844580000000235 27.7206083999999997, 85.33824839999999767 27.72065569999999823))",198118487,school,St. George International School,OpenDRI survey,350,,,
"Polygon ((85.33901310000000251 27.72000380000000064, 85.3392402000000061 27.71996730000000042, 85.3391993000000042 27.71981489999999937, 85.33900099999999611 27.71982590000000002, 85.33901310000000251 27.72000380000000064))",198118499,parking,,,,,,
"Polygon ((85.33416850000000409 27.71760439999999903, 85.33420479999999486 27.71767990000000026, 85.33430760000000248 27.71764110000000159, 85.33427120000000343 27.71756560000000036, 85.33416850000000409 27.71760439999999903))",198407525,hospital,Nepal Hypnosis,http://www.nepalhypnosis.com,,,,
"Polygon ((85.3351227999999935 27.71924320000000108, 85.33522979999999336 27.7195354000000016, 85.33543480000000159 27.71976760000000084, 85.33568209999999965 27.71968460000000078, 85.335665199999994 27.71965069999999898, 85.33559999999999945 27.71956850000000117, 85.33553129999999953 27.71946670000000168, 85.3354269999999957 27.71935769999999977, 85.33537520000000143 27.71929210000000054, 85.33533860000000004 27.71918949999999882, 85.33532879999999921 27.71914999999999907, 85.33533239999999864 27.71911839999999927, 85.33524909999999863 27.71890229999999988, 85.33500999999999692 27.71899080000000026, 85.3351227999999935 27.71924320000000108))",198635907,school,Euro School,,,,,
"Polygon ((85.33784540000000618 27.72139789999999948, 85.33794170000000179 27.7216832999999987, 85.33799070000000597 27.72177239999999898, 85.33814160000000015 27.72212999999999994, 85.33830020000000616 27.72207570000000132, 85.33837819999999397 27.72205370000000002, 85.33835220000000277 27.72198059999999842, 85.33827030000000491 27.72199949999999902, 85.3380247000000054 27.72135919999999842, 85.33784540000000618 27.72139789999999948))",198745832,school,Constellation Academic Garden English Boarding Hight School,,,,,
"Polygon ((85.32602459999999667 27.72757100000000108, 85.32642239999999845 27.72759470000000093, 85.3264331000000027 27.72745760000000104, 85.32667600000000618 27.7274718, 85.3266492999999997 27.72768329999999892, 85.32640670000000682 27.72770650000000003, 85.32638369999999384 27.72788149999999874, 85.32642769999999643 27.72797160000000005, 85.32649979999999346 27.72807080000000113, 85.32658120000000679 27.72816059999999894, 85.32661989999999719 27.72814530000000133, 85.32665079999999591 27.72821199999999919, 85.32677049999999497 27.72816800000000015, 85.32683930000000316 27.72829559999999915, 85.32649619999999402 27.72852370000000022, 85.32629939999999635 27.72830030000000079, 85.32629599999999925 27.72817919999999958, 85.32619990000000598 27.72818399999999883, 85.32618659999999977 27.72798309999999944, 85.32597970000000487 27.72797369999999972, 85.32602459999999667 27.72757100000000108))",198893865,school,Meridian International School,OpenDRI survey,1000,,,
"Polygon ((85.32480499999999779 27.72817410000000038, 85.32500299999999527 27.72827859999999944, 85.32515089999999702 27.72810550000000163, 85.32486459999999795 27.72807170000000099, 85.32480499999999779 27.72817410000000038))",198893873,parking,,,,,,
"Polygon ((85.32945329999999728 27.72023569999999992, 85.32971369999999922 27.72018810000000144, 85.32961249999999609 27.71973660000000095, 85.32950710000000072 27.71975760000000122, 85.32953940000000159 27.71996520000000075, 85.32940379999999436 27.72000140000000101, 85.32945329999999728 27.72023569999999992))",199007264,parking,,,,,,
"Polygon ((85.33381919999999354 27.71632669999999976, 85.33382829999999331 27.71634579999999914, 85.33388619999999491 27.71632569999999873, 85.33387369999999805 27.71630559999999832, 85.33381919999999354 27.71632669999999976))",199010409,shelter,,,,,,
"Polygon ((85.33299499999999682 27.72836560000000006, 85.33298410000000445 27.72823789999999988, 85.33295630000000642 27.72815599999999847, 85.33292210000000466 27.72810150000000107, 85.33287389999999561 27.72799780000000069, 85.3328055000000063 27.7279258999999989, 85.33279550000000313 27.72789279999999934, 85.3329542000000032 27.72780279999999919, 85.33309699999999509 27.72776719999999884, 85.33316600000000562 27.7278860999999992, 85.33319059999999467 27.72809249999999892, 85.33331040000000201 27.72808069999999958, 85.33331200000000649 27.72818339999999893, 85.33328210000000524 27.72829420000000056, 85.33323420000000681 27.72838959999999986, 85.33299499999999682 27.72836560000000006))",199011348,school,Ashirwad Boarding School,OpenDRI survey,300,,,
"Polygon ((85.33729639999999961 27.71955790000000164, 85.33739930000000129 27.71970299999999909, 85.33748610000000667 27.71981260000000091, 85.33756479999999556 27.71989359999999891, 85.33778820000000565 27.719809699999999, 85.33779619999999966 27.71964750000000066, 85.33757280000000378 27.71934449999999828, 85.33729639999999961 27.71955790000000164))",199148356,college,College of Biomedical Engineering And Applied Sciences,OpenDRI survey,175,,,
"Polygon ((85.31769079999999406 27.71284490000000034, 85.31775009999999781 27.71283719999999917, 85.31748650000000112 27.71124100000000112, 85.31742719999999736 27.71124869999999873, 85.31769079999999406 27.71284490000000034))",199777549,parking,,,,,,
"Polygon ((85.3354515000000049 27.73051149999999865, 85.33565959999999961 27.73064169999999962, 85.33578629999999521 27.73057280000000091, 85.33575399999999433 27.73053060000000158, 85.33580039999999656 27.7304990999999994, 85.33557430000000465 27.73031689999999827, 85.33547459999999774 27.73042209999999841, 85.3354515000000049 27.73051149999999865))",199785860,school,New Knowledge Boarding Secondary School,OpenDRI survey,350,,,
"Polygon ((85.34625080000000708 27.67093630000000104, 85.34629280000000051 27.67098790000000008, 85.34636229999999557 27.67094360000000108, 85.3463203999999962 27.67089199999999849, 85.34625080000000708 27.67093630000000104))",199964916,school,nawa jeewan sisu niketan,,,,,
"Polygon ((85.31274179999999774 27.70465619999999873, 85.31308249999999305 27.70583909999999861, 85.31390759999999318 27.70569770000000176, 85.31394620000000373 27.70566000000000173, 85.31396349999999984 27.70560349999999872, 85.31395750000000078 27.70555810000000108, 85.31375520000000279 27.70462970000000169, 85.3135884999999945 27.70458250000000078, 85.31274179999999774 27.70465619999999873))",199973024,hospital,Bir Hospital,,,,,
"Polygon ((85.33627679999999316 27.72730650000000097, 85.33634019999999509 27.72742600000000124, 85.33637469999999325 27.72745270000000062, 85.33644429999999659 27.72760579999999919, 85.33656580000000247 27.72757379999999827, 85.33649429999999825 27.72741919999999993, 85.33646260000000439 27.72743050000000054, 85.3363721000000055 27.72726309999999827, 85.33627679999999316 27.72730650000000097))",200101354,school,Cosmopolitan Boarding Secondary School,OpenDRI survey,250,,,
"Polygon ((85.33932360000000017 27.7296137999999992, 85.33959210000000439 27.72960169999999991, 85.33957619999999622 27.72942850000000092, 85.33932810000000302 27.72944659999999928, 85.33932360000000017 27.7296137999999992))",200101355,school,Sanskar School,,,,,
"Polygon ((85.28304810000000202 27.67948069999999916, 85.2830457000000024 27.67927999999999855, 85.28341559999999788 27.67927650000000028, 85.28341659999999536 27.67935359999999889, 85.28345840000000067 27.67935320000000132, 85.28345989999999688 27.67947679999999977, 85.28304810000000202 27.67948069999999916))",200132157,college,Central Department of Fine Arts,OpenDRI survey,110,,,
"Polygon ((85.53441440000000284 27.61720250000000121, 85.53460459999999443 27.61742320000000106, 85.53468159999999898 27.61775629999999992, 85.53488090000000454 27.61795289999999881, 85.53533380000000363 27.61809339999999935, 85.53537910000000011 27.61816560000000109, 85.53568260000000123 27.61833820000000017, 85.53613099999999747 27.61848669999999828, 85.53642990000000168 27.61882380000000126, 85.53633030000000304 27.61920900000000145, 85.53637550000000545 27.61946190000000101, 85.53666090000000111 27.61976689999999834, 85.53699149999999918 27.61989930000000015, 85.53711830000000305 27.62005579999999938, 85.53781130000000132 27.62053999999999832, 85.53805130000000645 27.62064840000000032, 85.53821209999999553 27.62066839999999956, 85.53839569999999526 27.62060220000000044, 85.53827769999999475 27.62046910000000111, 85.53842609999999524 27.62035180000000167, 85.53857560000000149 27.62035080000000065, 85.53859500000000082 27.62028490000000147, 85.53864070000000197 27.62028490000000147, 85.53897689999999443 27.62035589999999985, 85.53939730000000452 27.62016930000000059, 85.53956220000000599 27.62004519999999985, 85.53964150000000188 27.62004160000000041, 85.53997300000000337 27.61974719999999905, 85.54007459999999696 27.61952439999999953, 85.54019309999999621 27.61907890000000165, 85.54018910000000631 27.61869009999999847, 85.5401410999999996 27.61863620000000097, 85.54029079999999396 27.61774309999999844, 85.54016190000000108 27.61763170000000045, 85.53995209999999361 27.61721169999999859, 85.53988259999999855 27.61718030000000113, 85.53943639999999959 27.61719240000000042, 85.53928700000000163 27.61747330000000034, 85.53909910000000139 27.61761960000000116, 85.53883860000000539 27.61782249999999905, 85.53871630000000437 27.61764589999999941, 85.53799480000000699 27.61753609999999881, 85.53752760000000421 27.61726760000000169, 85.53729629999999418 27.61725949999999941, 85.53671269999999538 27.61710860000000167, 85.53636559999999633 27.61716029999999833, 85.53617079999999362 27.61731280000000055, 85.5358446999999984 27.61713220000000035, 85.53514269999999442 27.61705990000000099, 85.5351019000000008 27.61693149999999974, 85.53488000000000113 27.61692749999999918, 85.5348165999999992 27.61669470000000004, 85.53459920000000238 27.61670279999999877, 85.53459920000000238 27.61687129999999968, 85.53441440000000284 27.61720250000000121))",200135027,university,Kathmandu University,,,,,
"Polygon ((85.51446119999999951 27.58644419999999897, 85.51450739999999939 27.58641099999999824, 85.51453309999999419 27.5864389999999986, 85.51469040000000632 27.58632589999999851, 85.51474170000000186 27.58638189999999923, 85.51457589999999698 27.58650109999999955, 85.51455029999999624 27.58647309999999919, 85.51451260000000332 27.58650030000000086, 85.51446119999999951 27.58644419999999897))",201074181,school,Saraswoti english boarding school,,,,,
"Polygon ((85.32645999999999731 27.70661869999999993, 85.32645069999999521 27.70676729999999921, 85.32659139999999809 27.70677399999999935, 85.32661260000000425 27.70667489999999944, 85.32658460000000389 27.70664340000000081, 85.32652699999999868 27.70661790000000124, 85.32645999999999731 27.70661869999999993))",201380500,school,Maple School,,,,,
"Polygon ((85.32518670000000327 27.7057171000000011, 85.32519179999999892 27.70580259999999839, 85.32527310000000398 27.70579659999999933, 85.32526869999999519 27.70571359999999927, 85.32519550000000663 27.70571560000000133, 85.32518670000000327 27.7057171000000011))",201380503,hospital,Swatha Parichyan,,,,,
"Polygon ((85.31061590000000194 27.66581289999999882, 85.31065680000000384 27.66590300000000013, 85.31173309999999788 27.66557540000000159, 85.31236470000000338 27.66540979999999905, 85.31236400000000231 27.66538819999999888, 85.31235479999999427 27.66533959999999936, 85.31225200000000086 27.66536740000000094, 85.31131070000000705 27.66562199999999905, 85.31124649999999576 27.6655376000000004, 85.31110959999999466 27.6656778999999986, 85.31061590000000194 27.66581289999999882))",201714750,parking,,,,,,
"Polygon ((85.32234660000000304 27.67934849999999969, 85.32233829999999841 27.67927089999999879, 85.32195729999999401 27.67911559999999938, 85.32179340000000423 27.67892799999999909, 85.3216639999999984 27.67892429999999848, 85.3215220999999957 27.67893069999999867, 85.32139680000000226 27.67896860000000103, 85.32125489999999957 27.67892519999999834, 85.32093489999999747 27.67867499999999836, 85.32079969999999491 27.67888080000000173, 85.32087640000000306 27.67890299999999826, 85.32075240000000349 27.67917620000000056, 85.32064169999999592 27.67939580000000177, 85.32062550000000556 27.67944290000000152, 85.32054130000000214 27.67943759999999997, 85.3205281000000042 27.67947690000000094, 85.3205281000000042 27.67961280000000102, 85.32066530000000171 27.6796205999999998, 85.32068900000000156 27.67989509999999953, 85.32107000000000596 27.68006159999999838, 85.32158350000000269 27.68026310000000123, 85.32179630000000259 27.67997439999999898, 85.32201969999999847 27.67977750000000015, 85.32213450000000421 27.67964990000000114, 85.32226079999999513 27.67949929999999981, 85.32234660000000304 27.67934849999999969))",202646411,college,Patan Multiple Campus,,,,,
"Polygon ((85.38520800000000577 27.67249320000000168, 85.38494210000000351 27.67218229999999934, 85.38523820000000342 27.67194659999999828, 85.3853631000000064 27.67201340000000087, 85.38540500000000577 27.6720284999999997, 85.38546870000000411 27.67205429999999922, 85.38546010000000308 27.67215129999999945, 85.38544550000000299 27.67231719999999839, 85.38520800000000577 27.67249320000000168))",202775173,community_centre,Sankhadhar Party Palace,,,,,
"Polygon ((85.30903220000000431 27.71639389999999992, 85.30910810000000311 27.71668569999999931, 85.3093168999999989 27.71664309999999887, 85.3092410000000001 27.71635129999999947, 85.30903220000000431 27.71639389999999992))",202775685,parking,Thamel Parking Lot,,,,,
"Polygon ((85.31681629999999927 27.68156760000000105, 85.31688320000000658 27.68181309999999939, 85.31725749999999664 27.68173619999999957, 85.31715920000000608 27.68156889999999848, 85.31707819999999742 27.68156120000000087, 85.31703029999999899 27.6814454000000012, 85.31717989999999929 27.68139929999999893, 85.3171200999999968 27.68123070000000041, 85.31685819999999865 27.68131290000000178, 85.31695770000000323 27.68152870000000121, 85.31681629999999927 27.68156760000000105))",202918937,college,Nagarjuna College of Information Technology,OpenDRI survey,300,,,
"Polygon ((85.31634739999999795 27.68186460000000082, 85.31656889999999294 27.68182850000000172, 85.31661569999999983 27.68205319999999858, 85.31639409999999657 27.68208930000000123, 85.31634739999999795 27.68186460000000082))",202918939,college,NTP Tourisum Affaire,OpenDRI survey,40,,,
"Polygon ((85.30351640000000657 27.70492199999999983, 85.30355450000000417 27.70397339999999886, 85.30402920000000222 27.7039781000000005, 85.30414269999999988 27.70445660000000032, 85.30446150000000216 27.70444690000000065, 85.30448330000000112 27.7048191000000017, 85.30447709999999972 27.70491330000000119, 85.30429990000000373 27.7048938999999983, 85.30431919999999479 27.70513300000000001, 85.30407250000000374 27.70514160000000103, 85.30351640000000657 27.70492199999999983))",202983099,school,Shanti Nikunj School,OpenDRI survey,900,,,
"Polygon ((85.30990189999999984 27.71227049999999892, 85.30999939999999526 27.71209640000000007, 85.31034760000000006 27.71225559999999888, 85.31031169999999975 27.71233600000000052, 85.31026869999999462 27.71243480000000048, 85.31034189999999739 27.71247290000000163, 85.31028510000000153 27.71294509999999889, 85.30975700000000472 27.71275740000000098, 85.30968280000000448 27.71266759999999962, 85.30965260000000683 27.71230919999999998, 85.30963800000000674 27.71214940000000126, 85.30990189999999984 27.71227049999999892))",203098747,school,J.P. School,OpenDRI survey,1200,,,
"Polygon ((85.41595970000000193 27.7088101999999985, 85.41598150000000089 27.7088587000000004, 85.41629799999999761 27.70909250000000057, 85.4166483999999997 27.70877379999999945, 85.41643539999999746 27.70855510000000166, 85.41628609999999355 27.70861220000000102, 85.41608859999999481 27.70869649999999851, 85.41595300000000179 27.70873860000000022, 85.41594240000000582 27.70876880000000142, 85.41595970000000193 27.7088101999999985))",203134382,parking,,,,,,
